NUMERO_POLICE,CODE_SOUS_BRANCHE,NUM_AVNT_COURS,DATE_EFFET,DATE_EXPIRATION,TYPE,WILAYA_CODE,WILAYA_NAME,COMMUNE_CODE,COMMUNE_NAME,CAPITAL_ASSURE,PRIME_NETTE,ZONE_RPA
9306003240011,3302,0,2024-01-08,2025-01-07,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
21201003230038,3302,0,2023-04-06,2024-04-05,Industrial,21,SKIKDA,1277,SKIKDA,9500000.0,4085.0,IIb
19306003230639,3302,0,2023-07-20,2024-07-19,Industrial,19,SETIF,1158,EL EULMA,55000000.0,23650.0,IIb
34303003230136,3302,0,2023-11-15,2024-11-14,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
11301003230164,3302,0,2023-03-08,2024-03-07,Industrial,11,TAMENRASSET,1308,ABALESSA,1000000.0,2500.0,0
19306013230018,3302,0,2023-03-01,2024-02-29,Industrial,19,SETIF,1185,TAYA,1000000.0,2500.0,IIb
16331023230123,3302,1,2023-07-12,2024-07-10,Industrial,35,BOUMERDES,465,OULED MOUSSA,53400000.0,0.0,III
16330013230056,3302,0,2023-01-19,2024-01-18,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
16330003230241,3302,0,2023-08-23,2024-08-22,Industrial,16,ALGER,114,BORDJ EL KIFFAN,1000000.0,2500.0,III
35302003230018,3302,0,2023-04-11,2024-04-10,Industrial,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,III
19306003231219,3302,1,2023-12-26,2024-12-23,Industrial,19,SETIF,1182,SETIF,715700700.7,0.0,IIb
14301003230131,3302,0,2023-05-18,2024-05-17,Industrial,14,TIARET,1384,TIARET,8470000.0,3388.0,IIa
19306023230003,3302,0,2023-01-30,2024-01-29,Industrial,19,SETIF,1149,BIR EL ARCH,1000000.0,2500.0,IIb
22202003230019,3302,0,2023-03-16,2024-03-15,Industrial,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1000000.0,2500.0,IIa
16330003230161,3302,0,2023-06-10,2024-06-09,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
16330013230347,3302,0,2023-10-10,2024-10-09,Industrial,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,III
19306003230515,3302,0,2023-06-11,2024-06-10,Industrial,19,SETIF,1140,BAZER SAKRA,20000000.0,8600.0,IIb
34301003240028,3302,0,2024-01-09,2025-01-08,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
43304003240001,3302,0,2024-01-01,2024-12-31,Industrial,43,MILA,891,ROUACHED,453292203.0,194915.65,IIb
34303003230003,3302,0,2023-01-05,2024-01-04,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
16334003230278,3302,1,2023-11-02,2024-11-01,Industrial,17,DJELFA,527,BENHAR,44000000.0,0.0,I
31202003230005,3302,1,2023-01-16,2024-01-15,Industrial,48,RELIZANE,1104,SIDI KHETTAB,373521464.65,0.0,IIb
9306003230152,3302,0,2023-05-20,2024-05-19,Industrial,9,BLIDA,340,BENI MERED,1000000.0,2500.0,III
19306003231219,3302,0,2023-12-24,2024-12-23,Industrial,19,SETIF,1182,SETIF,715700700.7,307751.3,IIb
34301003230293,3302,0,2023-08-04,2024-08-03,Industrial,34,B.B ARRERIDJ,374,EL ANSEUR,7000000.0,3010.0,IIb
9306003230208,3302,0,2023-07-06,2024-07-05,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
9213003230108,3302,0,2023-03-21,2024-03-20,Industrial,9,BLIDA,342,BLIDA,8000000.0,4000.0,III
19306003230968,3302,1,2023-10-15,2024-10-14,Industrial,19,SETIF,1182,SETIF,9568000.0,0.0,IIb
34303003230149,3302,0,2023-12-12,2024-12-11,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
19306003230987,3302,0,2023-10-19,2024-10-18,Industrial,19,SETIF,1162,GUELTA ZERGA,50000000.0,21500.0,IIb
16245003220081,3302,1,2023-01-01,2023-12-31,Industrial,19,SETIF,1182,SETIF,4720133677.75,0.0,IIb
16314003230122,3302,0,2023-04-10,2024-04-09,Industrial,16,ALGER,141,OUED SMAR,37000000.0,30710.0,III
16245003230099,3302,1,2024-01-01,2024-12-31,Industrial,19,SETIF,1182,SETIF,631847563.69,0.0,IIb
9306003240021,3302,0,2024-01-14,2025-01-13,Industrial,9,BLIDA,342,BLIDA,1000000.0,2500.0,III
25216003230068,3302,0,2023-06-29,2024-06-28,Industrial,25,CONSTANTINE,515,EL KHROUB,20000000.0,8600.0,IIb
9306003230298,3302,0,2024-01-17,2025-01-16,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
16330013230047,3302,0,2023-01-18,2024-01-17,Industrial,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,III
35303043230433,3302,0,2023-12-20,2024-12-19,Industrial,16,ALGER,449,BOUDOUAOU EL BAHRI,5000000.0,2500.0,III
9306003230044,3302,0,2023-02-08,2024-02-07,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
16336003230258,3302,0,2023-11-23,2024-11-22,Industrial,16,ALGER,1417,TIPAZA,1000000.0,2500.0,III
35302003230005,3302,0,2023-02-14,2024-02-13,Industrial,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,III
15304003230190,3302,0,2023-05-28,2024-05-27,Industrial,15,TIZI OUZOU,1504,TIZI RACHED,105000000.0,45150.0,IIb
9306003230110,3302,0,2023-04-02,2024-04-01,Industrial,9,BLIDA,342,BLIDA,1000000.0,2500.0,III
43303013230051,3302,0,2023-03-16,2024-03-15,Industrial,4,OUM EL BOUAGHI,1049,AIN KERCHA,1500000.0,2500.0,IIa
16245003230099,3302,0,2024-01-01,2024-12-31,Industrial,19,SETIF,1182,SETIF,631847563.69,271694.45,IIb
16311003230469,3302,0,2023-12-12,2024-12-11,Industrial,16,ALGER,137,LES EUCALYPTUS,2000000.0,2500.0,III
6309003230025,3302,0,2023-02-02,2024-02-01,Industrial,10,BOUIRA,412,CHORFA BOUIRA,2000000.0,2500.0,IIb
15308003230165,3302,0,2023-03-22,2024-03-21,Industrial,15,TIZI OUZOU,1503,TIZI OUZOU,21000000.0,9030.0,IIb
42303003230045,3302,0,2023-05-12,2024-05-11,Industrial,42,TIPAZA,1395,BOUHAROUN,4000000.0,2500.0,III
9213003230328,3302,0,2023-10-18,2024-10-17,Industrial,9,BLIDA,341,BENI TAMOU,25000000.0,12500.0,III
34301003230595,3302,0,2023-12-25,2024-12-24,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,2000000.0,2500.0,IIb
31201003220138,3302,2,2023-01-31,2023-12-31,Industrial,31,ORAN,1019,ORAN,796943000.0,0.0,IIb
14301003230008,3302,0,2023-01-11,2024-01-10,Industrial,14,TIARET,1384,TIARET,2000000.0,2500.0,IIa
35302003230007,3302,0,2023-02-17,2024-02-16,Industrial,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,III
23302063230037,3302,0,2023-09-03,2024-09-02,Industrial,36,EL TAREF,621,ECHATT,6000000.0,2580.0,IIb
14301003230003,3302,0,2023-01-08,2024-01-07,Industrial,14,TIARET,1384,TIARET,155030000.0,62012.0,IIa
42303003240012,3302,0,2024-01-22,2025-01-21,Industrial,42,TIPAZA,1394,BOU ISMAIL,6000000.0,3000.0,III
9306003240016,3302,0,2024-01-11,2025-01-10,Industrial,35,BOUMERDES,459,KHEMIS EL KHECHNA,1000000.0,2500.0,III
35302003230032,3302,0,2023-06-19,2024-06-18,Industrial,35,BOUMERDES,469,TAOURGA,2000000.0,2500.0,III
19307003230047,3302,0,2023-07-09,2024-07-08,Industrial,19,SETIF,1143,BENI AZIZ,1000000.0,2500.0,IIb
9306003230283,3302,0,2023-09-26,2024-09-25,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
16334003230297,3302,0,2023-11-15,2024-11-14,Industrial,16,ALGER,124,EL ACHOUR,7000000.0,3500.0,III
19306003230773,3302,0,2023-09-03,2024-09-02,Industrial,19,SETIF,1159,EL OUELDJA SETIF,23000000.0,9890.0,IIb
34301003230177,3302,0,2023-05-08,2024-05-07,Industrial,34,B.B ARRERIDJ,374,EL ANSEUR,2000000.0,2500.0,IIb
34303003230028,3302,0,2023-02-05,2024-02-04,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,9000000.0,-3870.0,IIb
34303003230028,3302,0,2023-02-05,2024-02-04,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,9000000.0,3870.0,IIb
14301003230169,3302,1,2023-06-26,2024-06-25,Industrial,14,TIARET,1384,TIARET,8470000.0,0.0,IIa
16309033230171,3302,0,2023-12-14,2024-12-13,Industrial,9,BLIDA,362,SOUMAA BLIDA,24000000.0,12000.0,III
29301003230075,3302,0,2023-10-25,2024-10-24,Industrial,29,MASCARA,802,TIGHENNIF,50000000.0,21500.0,IIb
9306003230214,3302,0,2023-07-11,2024-07-10,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
15304003230190,3302,1,2023-05-28,2024-05-27,Industrial,15,TIZI OUZOU,1504,TIZI RACHED,105000000.0,0.0,IIb
43303013230115,3302,0,2023-09-21,2024-09-20,Industrial,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,IIa
16330013230030,3302,0,2023-01-10,2024-01-09,Industrial,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,III
16330013230119,3302,0,2023-02-15,2024-02-14,Industrial,9,BLIDA,344,BOUFARIK,1000000.0,2500.0,III
2301003230084,3302,2,2023-09-20,2024-09-19,Industrial,38,TISSEMSILT,1438,TISSEMSILT,79264154.8,10545.916,IIa
43303013230009,3302,0,2023-01-10,2024-01-09,Industrial,4,OUM EL BOUAGHI,1050,AIN MLILA,1500000.0,2500.0,IIa
23302003230066,3302,0,2023-02-13,2024-02-12,Industrial,23,ANNABA,162,EL BOUNI,1000000.0,2500.0,IIb
2301003230084,3302,1,2023-09-20,2024-09-19,Industrial,38,TISSEMSILT,1438,TISSEMSILT,54738769.8,0.0,IIa
19309003230286,3302,0,2023-04-17,2024-04-16,Industrial,19,SETIF,1140,BAZER SAKRA,15000000.0,6450.0,IIb
22202003230020,3302,0,2023-04-04,2024-04-03,Industrial,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1000000.0,2500.0,IIa
9215003230057,3302,0,2023-04-30,2024-04-29,Industrial,9,BLIDA,342,BLIDA,2000000.0,2500.0,III
9213003230293,3302,0,2023-09-25,2024-09-24,Industrial,9,BLIDA,341,BENI TAMOU,10000000.0,5000.0,III
31313003230015,3302,0,2023-09-26,2024-09-25,Industrial,31,ORAN,1011,ES SENIA,12000000.0,5160.0,IIb
35302003230013,3302,0,2023-03-12,2024-03-11,Industrial,35,BOUMERDES,469,TAOURGA,1000000.0,2500.0,III
2301003230031,3302,1,2023-03-02,2024-02-18,Industrial,2,CHLEF,480,BOUKADIR,90000000.0,34091.096,III
35303053230106,3302,0,2023-05-17,2024-05-16,Industrial,35,BOUMERDES,471,TIDJELABINE,2102543005.0,1051271.5,III
34303003230042,3302,0,2023-03-16,2024-03-15,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,60000000.0,25800.0,IIb
16340003230119,3302,0,2023-04-07,2024-04-06,Industrial,35,BOUMERDES,459,KHEMIS EL KHECHNA,48000000.0,22560.0,III
16335003230177,3302,0,2023-05-28,2024-05-27,Industrial,16,ALGER,114,BORDJ EL KIFFAN,1000000.0,2500.0,III
15304003230191,3302,0,2023-05-28,2024-05-27,Industrial,15,TIZI OUZOU,1504,TIZI RACHED,110000000.0,47300.0,IIb
16331003230414,3302,0,2024-01-01,2024-12-31,Industrial,25,CONSTANTINE,515,EL KHROUB,501000000.0,215430.0,IIb
43303013240011,3302,0,2024-01-21,2025-01-20,Industrial,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,IIa
14301003230177,3302,1,2023-07-11,2024-07-10,Industrial,14,TIARET,1384,TIARET,8764070.0,0.0,IIa
16350003230199,3302,0,2023-08-01,2024-07-31,Industrial,16,ALGER,118,CHERAGA ALGER,2000000.0,2500.0,III
9306003230284,3302,0,2023-09-27,2024-09-26,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
14301003230124,3302,0,2023-05-14,2024-05-13,Industrial,14,TIARET,1384,TIARET,2000000.0,2500.0,IIa
9215003230117,3302,0,2023-09-15,2024-09-14,Industrial,9,BLIDA,342,BLIDA,3000000.0,2500.0,III
19313003230069,3302,0,2023-02-22,2024-02-21,Industrial,19,SETIF,1182,SETIF,5000000.0,2650.0,IIb
16301003230075,3302,0,2023-02-01,2024-01-31,Industrial,16,ALGER,111,BIRTOUTA,24000000.0,12000.0,III
16245003230109,3302,2,2024-01-01,2024-12-31,Industrial,9,BLIDA,356,MOUZAIA,1780900059.07,890450.03,III
16334003230114,3302,0,2023-05-14,2024-05-13,Industrial,16,ALGER,110,BIR MOURAD RAIS,12000000.0,6000.0,III
22202003230050,3302,0,2023-07-01,2024-06-30,Industrial,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,11000000.0,4400.0,IIa
9306003230092,3302,0,2023-03-14,2024-03-13,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
23302013240003,3302,0,2024-01-01,2024-12-31,Industrial,36,EL TAREF,614,BESBES EL TARF,1640833620.49,705558.46,IIb
9306003230308,3302,0,2023-10-15,2024-10-14,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
16323003230186,3302,0,2023-10-28,2024-10-27,Industrial,35,BOUMERDES,459,KHEMIS EL KHECHNA,230000000.0,108100.0,III
19306003230497,3302,0,2023-06-06,2024-06-05,Industrial,19,SETIF,1182,SETIF,110000000.0,47300.0,IIb
19313003230135,3302,0,2023-03-23,2024-03-22,Industrial,19,SETIF,1182,SETIF,5000000.0,2650.0,IIb
19306003230112,3302,0,2023-01-26,2024-01-25,Industrial,19,SETIF,1158,EL EULMA,66000000.0,-28380.0,IIb
19306003230112,3302,0,2023-01-26,2024-01-25,Industrial,19,SETIF,1158,EL EULMA,66000000.0,28380.0,IIb
9306003230310,3302,0,2023-11-01,2024-10-31,Industrial,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,III
9306003230370,3302,0,2023-12-26,2024-12-25,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
42304003230183,3302,0,2023-04-16,2024-04-15,Industrial,42,TIPAZA,167,SIDI AMER,3000000.0,2500.0,III
10302003240018,3302,0,2024-01-18,2025-01-17,Industrial,10,BOUIRA,424,HAIZER,1000000.0,2500.0,IIb
29301003230075,3302,1,2023-10-25,2024-10-24,Industrial,29,MASCARA,802,TIGHENNIF,50000000.0,0.0,IIb
16308033230280,3302,0,2024-01-01,2024-12-31,Industrial,16,ALGER,102,BABA HASSEN,7500000.0,3750.0,III
15305013230001,3302,0,2023-01-03,2024-01-02,Industrial,15,TIZI OUZOU,1472,FREHA,2000000.0,2500.0,IIb
14301003230131,3302,1,2023-05-18,2024-05-17,Industrial,14,TIARET,1384,TIARET,8470000.0,0.0,IIa
9306003230185,3302,0,2023-06-14,2024-06-13,Industrial,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,III
19306003230517,3302,0,2023-06-12,2024-06-11,Industrial,19,SETIF,1158,EL EULMA,15000000.0,6450.0,IIb
16319003230061,3302,0,2023-04-05,2024-04-04,Industrial,16,ALGER,154,ZERALDA,5000000.0,2500.0,III
16340003230104,3302,0,2023-03-20,2024-03-19,Industrial,35,BOUMERDES,459,KHEMIS EL KHECHNA,50000000.0,23500.0,III
14301003230374,3302,1,2023-12-28,2024-12-27,Industrial,14,TIARET,1384,TIARET,13000000.0,0.0,IIa
19306003230557,3302,0,2023-06-21,2024-06-20,Industrial,19,SETIF,1158,EL EULMA,11000000.0,4730.0,IIb
26301003230184,3302,0,2023-08-09,2024-08-08,Industrial,26,MEDEA,813,BERROUAGHIA,21000000.0,9030.0,IIb
16352003230025,3302,0,2023-11-20,2024-11-19,Industrial,35,BOUMERDES,465,OULED MOUSSA,10000000.0,4700.0,III
9306003230196,3302,0,2023-06-19,2024-06-18,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
43303013230089,3302,0,2023-07-27,2024-07-26,Industrial,4,OUM EL BOUAGHI,1050,AIN MLILA,1000000.0,2500.0,IIa
9306003230156,3302,0,2023-05-16,2024-05-15,Industrial,9,BLIDA,342,BLIDA,1000000.0,2500.0,III
9306003230078,3302,0,2023-03-05,2024-03-04,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
19310003240004,3302,0,2024-01-01,2024-12-31,Industrial,19,SETIF,1182,SETIF,425362781.0,182906.0,IIb
25301013230041,3302,0,2023-02-23,2024-02-22,Industrial,21,SKIKDA,1260,EL HARROUCH,1000000.0,2500.0,IIb
35303053230098,3302,0,2023-05-10,2024-05-09,Industrial,16,ALGER,147,ROUIBA,5000000.0,2500.0,III
2301003230031,3302,0,2023-02-19,2024-02-18,Industrial,2,CHLEF,480,BOUKADIR,15000000.0,7050.0,III
14301003230100,3302,0,2023-04-11,2024-04-10,Industrial,14,TIARET,1384,TIARET,2000000.0,2500.0,IIa
12303003230063,3302,0,2023-10-01,2024-09-30,Industrial,12,TEBESSA,1322,BIR EL ATER,1600000.0,2500.0,IIa
44301003230094,3302,0,2023-11-10,2024-11-09,Industrial,44,AIN DEFLA,34,AIN-DEFLA,2200000.0,2500.0,III
18301003231178,3302,0,2023-11-22,2024-11-21,Industrial,18,JIJEL,698,EMIR ABDELKADER,26000000.0,11180.0,IIb
35206003230022,3302,0,2023-04-04,2024-04-03,Industrial,9,BLIDA,354,LARBAA BLIDA,3000000.0,2500.0,III
22202003230057,3302,0,2023-07-30,2024-07-29,Industrial,22,SIDI BEL ABBES,1223,SIDI BEL ABBES,1000000.0,2500.0,IIa
21201003230076,3302,0,2023-07-24,2024-07-23,Industrial,21,SKIKDA,1265,HAMADI KROUMA,2100000.0,2500.0,IIb
9306003230016,3302,0,2023-01-17,2024-01-16,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
34303003230007,3302,0,2023-01-05,2024-01-04,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
16311003230474,3302,0,2023-12-25,2024-12-24,Industrial,16,ALGER,137,LES EUCALYPTUS,3000000.0,2500.0,III
25309003230214,3302,0,2023-10-25,2024-10-24,Industrial,25,CONSTANTINE,513,CONSTANTINE,3000000.0,2500.0,IIb
19306003230094,3302,0,2023-01-23,2024-01-22,Industrial,19,SETIF,1140,BAZER SAKRA,37800000.0,16254.0,IIb
16340003230407,3302,0,2023-12-18,2024-12-17,Industrial,35,BOUMERDES,459,KHEMIS EL KHECHNA,20500000.0,9635.0,III
34303003230014,3302,0,2023-01-16,2024-01-15,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
16331003230228,3302,0,2023-07-26,2024-07-25,Industrial,16,ALGER,119,DAR EL BEIDA,12000000.0,6000.0,III
23302013230082,3302,0,2023-07-25,2024-07-24,Industrial,23,ANNABA,156,ANNABA,1000000.0,2500.0,IIb
9306003230226,3302,0,2023-08-01,2024-07-31,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
25309003240009,3302,0,2024-01-15,2025-01-14,Industrial,25,CONSTANTINE,513,CONSTANTINE,3000000.0,2500.0,IIb
42304003230537,3302,0,2023-12-24,2024-12-23,Industrial,42,TIPAZA,1404,HADJOUT,3000000.0,2500.0,III
19306003230182,3302,0,2023-02-15,2024-02-14,Industrial,19,SETIF,1158,EL EULMA,70000000.0,-30100.0,IIb
19306003230182,3302,0,2023-02-15,2024-02-14,Industrial,19,SETIF,1158,EL EULMA,70000000.0,30100.0,IIb
15305013230061,3302,0,2023-04-06,2024-04-05,Industrial,15,TIZI OUZOU,1503,TIZI OUZOU,2000000.0,2500.0,IIb
19306023230002,3302,0,2023-01-30,2024-01-29,Industrial,19,SETIF,1149,BIR EL ARCH,1000000.0,2500.0,IIb
2301003230084,3302,3,2023-09-20,2024-09-19,Industrial,38,TISSEMSILT,1438,TISSEMSILT,79264154.8,0.0,IIa
9306003230204,3302,0,2023-07-06,2024-07-05,Industrial,9,BLIDA,352,GUERROUAOU,1000000.0,2500.0,III
25307003230034,3302,0,2023-03-07,2024-03-06,Industrial,25,CONSTANTINE,514,DIDOUCHE MOURAD,2000000.0,2500.0,IIb
31202003230053,3302,0,2023-05-18,2024-05-17,Industrial,31,ORAN,1003,BIR EL DJIR,8000000.0,3440.0,IIb
16335003230169,3302,0,2023-05-22,2024-05-21,Industrial,16,ALGER,114,BORDJ EL KIFFAN,1000000.0,2500.0,III
31202003230005,3302,0,2023-01-16,2024-01-15,Industrial,48,RELIZANE,1104,SIDI KHETTAB,373521464.65,160614.23,IIb
23302003240002,3302,0,2024-01-02,2025-01-01,Industrial,23,ANNABA,162,EL BOUNI,1000000.0,2500.0,IIb
19306003230779,3302,0,2023-09-04,2024-09-03,Industrial,19,SETIF,1158,EL EULMA,105700000.0,45451.0,IIb
16245003230068,3302,0,2023-10-10,2024-10-09,Industrial,31,ORAN,1019,ORAN,3733292447.1,-1605315.75,IIb
16245003230068,3302,0,2023-10-10,2024-10-09,Industrial,31,ORAN,1019,ORAN,3733292447.1,1605315.75,IIb
16245003220080,3302,1,2023-01-01,2023-12-31,Industrial,19,SETIF,1182,SETIF,631847563.69,0.0,IIb
19306003231104,3302,0,2023-11-20,2024-11-19,Industrial,19,SETIF,1140,BAZER SAKRA,80000000.0,34400.0,IIb
16335003230143,3302,0,2023-04-25,2024-04-24,Industrial,35,BOUMERDES,465,OULED MOUSSA,8000000.0,3760.0,III
19309003230163,3302,0,2023-02-24,2024-02-23,Industrial,19,SETIF,1158,EL EULMA,20000000.0,8600.0,IIb
34303003230048,3302,0,2023-04-03,2024-04-02,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
9306003230219,3302,0,2023-07-17,2024-07-16,Industrial,9,BLIDA,360,OULED YAICH BLIDA,1000000.0,2500.0,III
34303003230005,3302,0,2023-01-05,2024-01-04,Industrial,34,B.B ARRERIDJ,368,BORDJ BOU ARRERIDJ,1000000.0,2500.0,IIb
35303053230105,3302,1,2023-05-17,2024-05-16,Industrial,35,BOUMERDES,471,TIDJELABINE,1051286502.0,-525643.25,III
44301003230101,3302,0,2023-12-04,2024-12-03,Industrial,44,AIN DEFLA,34,AIN-DEFLA,1650000.0,2500.0,III
43303013230092,3302,0,2023-08-02,2024-08-01,Industrial,4,OUM EL BOUAGHI,1050,AIN MLILA,1500000.0,2500.0,IIa
39201003230025,3302,0,2023-03-07,2024-03-06,Industrial,39,El Oued,586,EL OUED,38137000.0,14110.69,I
14301003230365,3302,0,2023-12-24,2024-12-23,Industrial,14,TIARET,1384,TIARET,2000000.0,2500.0,IIa
9306003230085,3302,0,2023-03-07,2024-03-06,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
9306003230145,3302,0,2023-05-08,2024-05-07,Industrial,9,BLIDA,362,SOUMAA BLIDA,1000000.0,2500.0,III
39201003230025,3302,1,2023-03-08,2024-03-06,Industrial,39,El Oued,586,EL OUED,38137000.0,0.0,I
19306013230066,3302,0,2023-10-16,2024-10-15,Industrial,19,SETIF,1149,BIR EL ARCH,1000000.0,2500.0,IIb
